,State,Year,Quarter,Txn_type,No_of_txn,amount
1884,Ladakh,2018,3,Others,343,242477.8532947429
1885,Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
1886,Ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
1887,Ladakh,2018,4,Merchant payments,1881,5082666.820758243
1888,Ladakh,2018,4,Financial Services,142,94604.73391846984
1889,Ladakh,2018,4,Others,599,1031858.4532022325
1890,Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053
1891,Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248
1892,Ladakh,2019,1,Merchant payments,3238,4967122.4999400275
1893,Ladakh,2019,1,Financial Services,114,111851.02856430915
1894,Ladakh,2019,1,Others,703,878916.0496292994
1895,Ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298
1896,Ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495
1897,Ladakh,2019,2,Merchant payments,8220,7726519.367758205
1898,Ladakh,2019,2,Financial Services,86,113767.09768193656
1899,Ladakh,2019,2,Others,907,992737.2376073576
1900,Ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534
1901,Ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
1902,Ladakh,2019,3,Merchant payments,6963,8096082.971229901
1903,Ladakh,2019,3,Financial Services,48,148633.29469977494
1904,Ladakh,2019,3,Others,696,1233697.1268589406
1905,Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
1906,Ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
1907,Ladakh,2019,4,Merchant payments,6522,8717893.899929387
1908,Ladakh,2019,4,Financial Services,46,162760.63254625077
1909,Ladakh,2019,4,Others,576,1253584.887304229
1910,Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
1911,Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
1912,Ladakh,2020,1,Merchant payments,14264,13338124.271892821
1913,Ladakh,2020,1,Financial Services,204,583108.9455483773
1914,Ladakh,2020,1,Others,590,1155879.120674257
1915,Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
1916,Ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
1917,Ladakh,2020,2,Merchant payments,15132,19679330.186414924
1918,Ladakh,2020,2,Financial Services,337,786069.1630768818
1919,Ladakh,2020,2,Others,490,490894.93818109273
1920,Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
1921,Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
1922,Ladakh,2020,3,Merchant payments,36861,40538778.75651745
1923,Ladakh,2020,3,Financial Services,621,2334917.7832646337
1924,Ladakh,2020,3,Others,772,900013.678666259
1925,Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
1926,Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
1927,Ladakh,2020,4,Merchant payments,83868,77511378.30739444
1928,Ladakh,2020,4,Financial Services,729,1965054.5898611392
1929,Ladakh,2020,4,Others,1822,2486922.4041473325
1930,Ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
1931,Ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
1932,Ladakh,2021,1,Merchant payments,58875,74977913.47237433
1933,Ladakh,2021,1,Financial Services,629,1455016.148284281
1934,Ladakh,2021,1,Others,1298,1527565.0627209258
1935,Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
1936,Ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
1937,Ladakh,2021,2,Merchant payments,92078,119608470.0411553
1938,Ladakh,2021,2,Financial Services,755,1756762.1471181023
1939,Ladakh,2021,2,Others,1607,2094729.0180191218
1940,Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
1941,Ladakh,2021,3,Merchant payments,135108,233260756.5088715
1942,Ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
1943,Ladakh,2021,3,Financial Services,900,1911625.5446910746
1944,Ladakh,2021,3,Others,2204,2751201.9371823343
1945,Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
1946,Ladakh,2021,4,Merchant payments,169110,284786365.9296017
1947,Ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
1948,Ladakh,2021,4,Financial Services,912,3068708.947120995
1949,Ladakh,2021,4,Others,2438,2847620.2425241945
1950,Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
1951,Ladakh,2022,1,Merchant payments,167100,279354508.988595
1952,Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926
1953,Ladakh,2022,1,Financial Services,1247,2023327.6779848374
1954,Ladakh,2022,1,Others,2141,2217102.222236882
1955,Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109
1956,Ladakh,2022,2,Merchant payments,346146,508439376.68091977
1957,Ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025
1958,Ladakh,2022,2,Financial Services,1585,2487560.1853386
1959,Ladakh,2022,2,Others,2476,2235180.8584825676
1960,Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514
1961,Ladakh,2022,3,Merchant payments,367022,551472983.879604
1962,Ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365
1963,Ladakh,2022,3,Financial Services,1555,1815866.8961950848
1964,Ladakh,2022,3,Others,2116,1892134.7520804727
1965,Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546
1966,Ladakh,2022,4,Merchant payments,382456,462189599.28430265
1967,Ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228
1968,Ladakh,2022,4,Financial Services,1248,1198715.2123450316
1969,Ladakh,2022,4,Others,1616,1273495.592982805
1970,Ladakh,2023,1,Peer-to-peer payments,796687,3112641857.0
1971,Ladakh,2023,1,Merchant payments,561734,601420766.0
1972,Ladakh,2023,1,Recharge & bill payments,204592,129440564.0
1973,Ladakh,2023,1,Financial Services,1610,3389191.0
1974,Ladakh,2023,1,Others,2623,2128920.0
1975,Ladakh,2023,2,Peer-to-peer payments,1479909,5891146705.0
1976,Ladakh,2023,2,Merchant payments,1121362,1074373616.0
1977,Ladakh,2023,2,Recharge & bill payments,337017,218229701.0
1978,Ladakh,2023,2,Financial Services,1885,4432032.0
1979,Ladakh,2023,2,Others,3642,2921832.0
1980,Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597143
1981,Lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074
1982,Lakshadweep,2018,1,Merchant payments,5,590.7505138175776
1983,Lakshadweep,2018,1,Others,8,6310.102519157715
1984,Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379
1985,Lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042
1986,Lakshadweep,2018,2,Merchant payments,42,64568.47789279556
1987,Lakshadweep,2018,2,Financial Services,6,9134.413223158994
1988,Lakshadweep,2018,2,Others,19,3780.7695141997474
1989,Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305
1990,Lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416
1991,Lakshadweep,2018,3,Merchant payments,87,94046.43333034206
1992,Lakshadweep,2018,3,Others,15,17958.809570422687
1993,Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404
1994,Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924
1995,Lakshadweep,2018,4,Merchant payments,144,262079.85573632165
1996,Lakshadweep,2018,4,Financial Services,6,389.8932323919954
1997,Lakshadweep,2018,4,Others,11,8312.430483153179
1998,Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929
1999,Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514
2000,Lakshadweep,2019,1,Merchant payments,113,183062.1455975621
2001,Lakshadweep,2019,1,Others,12,27795.441220958
2002,Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296
2003,Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196
2004,Lakshadweep,2019,2,Merchant payments,137,190716.5411561734
2005,Lakshadweep,2019,2,Others,23,12340.30958308919
2006,Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635
2007,Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446
2008,Lakshadweep,2019,3,Merchant payments,111,215159.68119447335
2009,Lakshadweep,2019,3,Others,10,10278.678434187355
2010,Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766
2011,Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496
2012,Lakshadweep,2019,4,Merchant payments,188,211413.62244321496
2013,Lakshadweep,2019,4,Financial Services,2,34.39721181625656
2014,Lakshadweep,2019,4,Others,21,56896.23813384895
2015,Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999
2016,Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832
2017,Lakshadweep,2020,1,Merchant payments,387,216594.03077193064
2018,Lakshadweep,2020,1,Others,12,33192.017283045374
2019,Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572
2020,Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092
2021,Lakshadweep,2020,2,Merchant payments,472,971609.4583537823
2022,Lakshadweep,2020,2,Financial Services,60,158593.59701229632
2023,Lakshadweep,2020,2,Others,15,32419.703092655054
2024,Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269
2025,Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835
2026,Lakshadweep,2020,3,Merchant payments,903,842981.169451366
2027,Lakshadweep,2020,3,Financial Services,27,45457.50970027798
2028,Lakshadweep,2020,3,Others,17,42055.45694608544
2029,Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235
2030,Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665
2031,Lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938
2032,Lakshadweep,2020,4,Financial Services,22,13968.7539965527
2033,Lakshadweep,2020,4,Others,32,86826.16675951776
2034,Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147
2035,Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
2036,Lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
2037,Lakshadweep,2021,1,Financial Services,19,15929.095105497145
2038,Lakshadweep,2021,1,Others,46,92715.5843109472
2039,Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
2040,Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
2041,Lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401
2042,Lakshadweep,2021,2,Financial Services,29,15052.018496008179
2043,Lakshadweep,2021,2,Others,44,101366.40306045809
2044,Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854
2045,Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
2046,Lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
2047,Lakshadweep,2021,3,Financial Services,48,137227.35390598275
2048,Lakshadweep,2021,3,Others,32,73174.28816768769
2049,Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765
2050,Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838
2051,Lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
2052,Lakshadweep,2021,4,Financial Services,27,19994.541946360278
2053,Lakshadweep,2021,4,Others,62,116381.74598782149
2054,Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
2055,Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
2056,Lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925
2057,Lakshadweep,2022,1,Financial Services,39,38274.22628876488
2058,Lakshadweep,2022,1,Others,63,149355.3310943247
2059,Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
2060,Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
2061,Lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
2062,Lakshadweep,2022,2,Financial Services,59,87127.8249489804
2063,Lakshadweep,2022,2,Others,51,108944.34272364664
2064,Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
2065,Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
2066,Lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
2067,Lakshadweep,2022,3,Financial Services,64,63629.88416689246
2068,Lakshadweep,2022,3,Others,61,81636.9547320153
2069,Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
2070,Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947
2071,Lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
2072,Lakshadweep,2022,4,Financial Services,35,26453.0247779254
2073,Lakshadweep,2022,4,Others,50,61304.43025482374
2074,Lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0
2075,Lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0
2076,Lakshadweep,2023,1,Merchant payments,6123,7988014.0
2077,Lakshadweep,2023,1,Financial Services,153,160430.0
2078,Lakshadweep,2023,1,Others,39,42274.0
2079,Lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0
2080,Lakshadweep,2023,2,Merchant payments,9524,12585603.0
2081,Lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0
2082,Lakshadweep,2023,2,Financial Services,105,52460.0
2083,Lakshadweep,2023,2,Others,78,86767.0
2084,Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
2085,Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903
2086,Madhya Pradesh,2018,1,Financial Services,230519,43374288.98373023
2087,Madhya Pradesh,2018,1,Merchant payments,196394,170119673.71275404
2088,Madhya Pradesh,2018,1,Others,346002,210261540.7414958
2089,Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365
2090,Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638
2091,Madhya Pradesh,2018,2,Merchant payments,397135,339308203.1707404
2092,Madhya Pradesh,2018,2,Financial Services,305553,53860331.805742756
2093,Madhya Pradesh,2018,2,Others,264797,243218603.31985626
2094,Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342
2095,Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551
2096,Madhya Pradesh,2018,3,Merchant payments,784995,465390819.59013355
2097,Madhya Pradesh,2018,3,Financial Services,359440,46120458.63885434
2098,Madhya Pradesh,2018,3,Others,260780,212770861.22341695
2099,Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
2100,Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
2101,Madhya Pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
2102,Madhya Pradesh,2018,4,Financial Services,313540,43367243.154430926
2103,Madhya Pradesh,2018,4,Others,297532,259296894.03827757
2104,Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
2105,Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
2106,Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
2107,Madhya Pradesh,2019,1,Financial Services,290838,28901169.292499043
2108,Madhya Pradesh,2019,1,Others,315553,239879105.5972368
2109,Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
2110,Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
2111,Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681.449155
2112,Madhya Pradesh,2019,2,Financial Services,149197,18869661.513485767
2113,Madhya Pradesh,2019,2,Others,451751,313802065.4154737
2114,Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
2115,Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307.101742
2116,Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
2117,Madhya Pradesh,2019,3,Financial Services,192821,25654168.60092132
2118,Madhya Pradesh,2019,3,Others,466385,278578703.0441117
2119,Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
2120,Madhya Pradesh,2019,4,Merchant payments,19447707,7304157801.612935
2121,Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
2122,Madhya Pradesh,2019,4,Financial Services,127116,24020060.932133198
2123,Madhya Pradesh,2019,4,Others,392270,190456045.32494444
2124,Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
2125,Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.25793
2126,Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2127,Madhya Pradesh,2020,1,Financial Services,68055,30645714.401902914
2128,Madhya Pradesh,2020,1,Others,351379,170790656.30339786
2129,Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2130,Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2131,Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2132,Madhya Pradesh,2020,2,Financial Services,80988,62073621.44351514
2133,Madhya Pradesh,2020,2,Others,215376,104956802.17437972
2134,Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2135,Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2136,Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2137,Madhya Pradesh,2020,3,Financial Services,131725,122971108.07060198
2138,Madhya Pradesh,2020,3,Others,316321,144259293.31583393
2139,Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2140,Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2141,Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2142,Madhya Pradesh,2020,4,Financial Services,149532,132590450.07074244
2143,Madhya Pradesh,2020,4,Others,487537,264996097.6059612
2144,Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2145,Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2146,Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2147,Madhya Pradesh,2021,1,Financial Services,169378,161838389.7954778
2148,Madhya Pradesh,2021,1,Others,445569,274786748.1299523
2149,Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2150,Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2151,Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2152,Madhya Pradesh,2021,2,Financial Services,188726,177313389.66602695
2153,Madhya Pradesh,2021,2,Others,526333,317753606.01156956
2154,Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2155,Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2156,Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2157,Madhya Pradesh,2021,3,Financial Services,174454,180366422.58245987
2158,Madhya Pradesh,2021,3,Others,742972,408508699.4365407
2159,Madhya Pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2160,Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2161,Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2162,Madhya Pradesh,2021,4,Financial Services,247925,246488171.37792647
2163,Madhya Pradesh,2021,4,Others,996331,568617375.5894115
2164,Madhya Pradesh,2022,1,Merchant payments,237691924,143310226696.7226
2165,Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
2166,Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
2167,Madhya Pradesh,2022,1,Financial Services,222923,219927120.15944034
2168,Madhya Pradesh,2022,1,Others,909453,495513514.75128734
2169,Madhya Pradesh,2022,2,Merchant payments,287616385,174183397721.35938
2170,Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
2171,Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
2172,Madhya Pradesh,2022,2,Financial Services,157672,153944499.74490312
2173,Madhya Pradesh,2022,2,Others,713506,381178326.32090586
2174,Madhya Pradesh,2022,3,Merchant payments,391105651,212445928287.3991
2175,Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
2176,Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
2177,Madhya Pradesh,2022,3,Financial Services,240678,236981163.63162854
2178,Madhya Pradesh,2022,3,Others,750665,442608716.71893203
2179,Madhya Pradesh,2022,4,Merchant payments,492999084,272801597092.4764
2180,Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
2181,Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
2182,Madhya Pradesh,2022,4,Financial Services,286931,278304972.64702964
2183,Madhya Pradesh,2022,4,Others,785003,521508120.7286146
2184,Madhya Pradesh,2023,1,Merchant payments,404378350,208281637594.0
2185,Madhya Pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
2186,Madhya Pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
2187,Madhya Pradesh,2023,1,Financial Services,226835,236606773.0
2188,Madhya Pradesh,2023,1,Others,618522,393634973.0
2189,Madhya Pradesh,2023,2,Merchant payments,479498828,236960764220.0
2190,Madhya Pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2191,Madhya Pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2192,Madhya Pradesh,2023,2,Financial Services,248905,289207465.0
2193,Madhya Pradesh,2023,2,Others,579296,375754606.0
2194,Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
2195,Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
2196,Maharashtra,2018,1,Merchant payments,616779,576964070.7366859
2197,Maharashtra,2018,1,Financial Services,235051,60997258.060299724
2198,Maharashtra,2018,1,Others,637197,506188032.9539564
2199,Maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2200,Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2201,Maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2202,Maharashtra,2018,2,Financial Services,262875,85545909.43528841
2203,Maharashtra,2018,2,Others,559987,536758077.84638786
2204,Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2205,Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2206,Maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2207,Maharashtra,2018,3,Financial Services,234598,52348968.006728604
2208,Maharashtra,2018,3,Others,664880,492227795.6386977
2209,Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2210,Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2211,Maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2212,Maharashtra,2018,4,Financial Services,325121,77345546.53012432
2213,Maharashtra,2018,4,Others,821705,621519669.4818641
2214,Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2215,Maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2216,Maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2217,Maharashtra,2019,1,Financial Services,287569,49487746.20873056
2218,Maharashtra,2019,1,Others,821624,569019903.8604956
2219,Maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2220,Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2221,Maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2222,Maharashtra,2019,2,Financial Services,182840,45291636.10507481
2223,Maharashtra,2019,2,Others,1170993,765228265.7976472
2224,Maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2225,Maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2226,Maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2227,Maharashtra,2019,3,Financial Services,231467,54108447.39407451
2228,Maharashtra,2019,3,Others,1519376,814284077.8637518
2229,Maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2230,Maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2231,Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2232,Maharashtra,2019,4,Financial Services,129755,49622863.824426055
2233,Maharashtra,2019,4,Others,1501192,672210824.9770112
2234,Maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2235,Maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2236,Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2237,Maharashtra,2020,1,Financial Services,123476,91363684.1276232
2238,Maharashtra,2020,1,Others,1215959,558931962.876125
2239,Maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2240,Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2241,Maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2242,Maharashtra,2020,2,Financial Services,206461,211733275.7829895
2243,Maharashtra,2020,2,Others,466502,242917371.3033281
2244,Maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2245,Maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2246,Maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2247,Maharashtra,2020,3,Financial Services,325453,333669599.61883616
2248,Maharashtra,2020,3,Others,658737,331024593.0721529
2249,Maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2250,Maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2251,Maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2252,Maharashtra,2020,4,Financial Services,398409,418399992.5395771
2253,Maharashtra,2020,4,Others,1078433,627692680.4078207
2254,Maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2255,Maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2256,Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2257,Maharashtra,2021,1,Financial Services,439551,492900202.68315214
2258,Maharashtra,2021,1,Others,966668,630909553.4508264
2259,Maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2260,Maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2261,Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2262,Maharashtra,2021,2,Financial Services,504252,536780917.0359157
2263,Maharashtra,2021,2,Others,1094842,699738247.6695637
2264,Maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2265,Maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2266,Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2267,Maharashtra,2021,3,Financial Services,448646,579098938.658318
2268,Maharashtra,2021,3,Others,1477851,873324624.1826177
2269,Maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2270,Maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2271,Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2272,Maharashtra,2021,4,Financial Services,606265,707102765.3058928
2273,Maharashtra,2021,4,Others,1918093,1188658731.1175365
2274,Maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
2275,Maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
2276,Maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
2277,Maharashtra,2022,1,Financial Services,583243,677612619.2786882
2278,Maharashtra,2022,1,Others,1758926,1084139453.7274752
2279,Maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
2280,Maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
2281,Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
2282,Maharashtra,2022,2,Financial Services,490152,559321829.4503716
2283,Maharashtra,2022,2,Others,1542719,930827919.303539
2284,Maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
2285,Maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
2286,Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
2287,Maharashtra,2022,3,Financial Services,521362,571583115.6687979
2288,Maharashtra,2022,3,Others,1222420,831183386.4681726
2289,Maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
