,State,Year,Quarter,Pincode,Registered_users
630,Arunanchal Pradesh,2022,4,791110,40977
631,Arunanchal Pradesh,2022,4,791111,36205
632,Arunanchal Pradesh,2022,4,791113,26077
633,Arunanchal Pradesh,2022,4,791102,25161
634,Arunanchal Pradesh,2022,4,791001,19310
635,Arunanchal Pradesh,2022,4,792103,19033
636,Arunanchal Pradesh,2022,4,792001,15408
637,Arunanchal Pradesh,2022,4,790104,13837
638,Arunanchal Pradesh,2022,4,792110,13271
639,Arunanchal Pradesh,2022,4,791109,12089
640,Arunanchal Pradesh,2023,1,791110,42898
641,Arunanchal Pradesh,2023,1,791111,37844
642,Arunanchal Pradesh,2023,1,791113,27294
643,Arunanchal Pradesh,2023,1,791102,26359
644,Arunanchal Pradesh,2023,1,791001,20180
645,Arunanchal Pradesh,2023,1,792103,19898
646,Arunanchal Pradesh,2023,1,792001,16114
647,Arunanchal Pradesh,2023,1,790104,14456
648,Arunanchal Pradesh,2023,1,792110,13901
649,Arunanchal Pradesh,2023,1,791109,12653
650,Arunanchal Pradesh,2023,2,791110,44631
651,Arunanchal Pradesh,2023,2,791111,39368
652,Arunanchal Pradesh,2023,2,791113,28413
653,Arunanchal Pradesh,2023,2,791102,27575
654,Arunanchal Pradesh,2023,2,791001,21123
655,Arunanchal Pradesh,2023,2,792103,20822
656,Arunanchal Pradesh,2023,2,792001,16857
657,Arunanchal Pradesh,2023,2,790104,15049
658,Arunanchal Pradesh,2023,2,792110,14532
659,Arunanchal Pradesh,2023,2,791109,13123
660,Assam,2018,1,781032,7209
661,Assam,2018,1,781001,5507
662,Assam,2018,1,781022,5418
663,Assam,2018,1,781038,4731
664,Assam,2018,1,783380,4571
665,Assam,2018,1,785001,4526
666,Assam,2018,1,781011,4127
667,Assam,2018,1,786001,4122
668,Assam,2018,1,781009,3639
669,Assam,2018,1,781028,3517
670,Assam,2018,2,781032,10189
671,Assam,2018,2,781022,7914
672,Assam,2018,2,781001,7685
673,Assam,2018,2,781038,6711
674,Assam,2018,2,783380,6411
675,Assam,2018,2,785001,6375
676,Assam,2018,2,781011,5954
677,Assam,2018,2,786001,5881
678,Assam,2018,2,781009,5216
679,Assam,2018,2,781028,5010
680,Assam,2018,3,781032,13555
681,Assam,2018,3,781022,10377
682,Assam,2018,3,781001,10057
683,Assam,2018,3,785001,8633
684,Assam,2018,3,781038,8582
685,Assam,2018,3,783380,8312
686,Assam,2018,3,781011,7916
687,Assam,2018,3,786001,7732
688,Assam,2018,3,781028,6759
689,Assam,2018,3,781009,6651
690,Assam,2018,4,781032,17802
691,Assam,2018,4,781022,13976
692,Assam,2018,4,781001,12969
693,Assam,2018,4,781038,11283
694,Assam,2018,4,785001,10937
695,Assam,2018,4,783380,10374
696,Assam,2018,4,781011,10054
697,Assam,2018,4,786001,9765
698,Assam,2018,4,781028,8801
699,Assam,2018,4,781019,8559
700,Assam,2019,1,781032,21003
701,Assam,2019,1,781022,16624
702,Assam,2019,1,781001,15399
703,Assam,2019,1,781038,13630
704,Assam,2019,1,785001,12724
705,Assam,2019,1,783380,12282
706,Assam,2019,1,781011,11982
707,Assam,2019,1,786001,11437
708,Assam,2019,1,781028,10474
709,Assam,2019,1,781019,10045
710,Assam,2019,2,781032,24543
711,Assam,2019,2,781022,19460
712,Assam,2019,2,781001,17922
713,Assam,2019,2,781038,15681
714,Assam,2019,2,783380,14452
715,Assam,2019,2,785001,14373
716,Assam,2019,2,781011,13970
717,Assam,2019,2,786001,13366
718,Assam,2019,2,781009,12874
719,Assam,2019,2,781028,12313
720,Assam,2019,3,781032,27912
721,Assam,2019,3,781022,22162
722,Assam,2019,3,781001,20205
723,Assam,2019,3,781038,17651
724,Assam,2019,3,783380,16289
725,Assam,2019,3,785001,16065
726,Assam,2019,3,781011,15923
727,Assam,2019,3,781009,15432
728,Assam,2019,3,786001,15231
729,Assam,2019,3,781028,13989
730,Assam,2019,4,781032,30419
731,Assam,2019,4,781022,24236
732,Assam,2019,4,781001,21980
733,Assam,2019,4,781038,19306
734,Assam,2019,4,783380,17946
735,Assam,2019,4,785001,17515
736,Assam,2019,4,781011,17500
737,Assam,2019,4,781009,17023
738,Assam,2019,4,786001,16755
739,Assam,2019,4,781028,15378
740,Assam,2020,1,781032,33205
741,Assam,2020,1,781022,26607
742,Assam,2020,1,781001,24106
743,Assam,2020,1,781038,21242
744,Assam,2020,1,783380,19871
745,Assam,2020,1,781011,19355
746,Assam,2020,1,785001,19193
747,Assam,2020,1,781009,18666
748,Assam,2020,1,786001,18552
749,Assam,2020,1,781028,17121
750,Assam,2020,2,781032,36494
751,Assam,2020,2,781022,29237
752,Assam,2020,2,781001,26634
753,Assam,2020,2,781038,23439
754,Assam,2020,2,783380,22873
755,Assam,2020,2,781011,21654
756,Assam,2020,2,785001,21271
757,Assam,2020,2,786001,20738
758,Assam,2020,2,781009,19800
759,Assam,2020,2,781028,19046
760,Assam,2020,3,781032,39646
761,Assam,2020,3,781022,31853
762,Assam,2020,3,781001,29045
763,Assam,2020,3,781038,25600
764,Assam,2020,3,783380,25150
765,Assam,2020,3,781011,23762
766,Assam,2020,3,785001,23212
767,Assam,2020,3,786001,22736
768,Assam,2020,3,781028,20913
769,Assam,2020,3,781009,20809
770,Assam,2020,4,781032,43335
771,Assam,2020,4,781022,34873
772,Assam,2020,4,781001,31894
773,Assam,2020,4,781038,27985
774,Assam,2020,4,783380,27308
775,Assam,2020,4,781011,26044
776,Assam,2020,4,785001,25298
777,Assam,2020,4,786001,24846
778,Assam,2020,4,781028,22952
779,Assam,2020,4,782435,22802
780,Assam,2021,1,781032,46783
781,Assam,2021,1,781022,37652
782,Assam,2021,1,781001,34483
783,Assam,2021,1,781038,30260
784,Assam,2021,1,783380,29414
785,Assam,2021,1,781011,28064
786,Assam,2021,1,785001,27259
787,Assam,2021,1,786001,26762
788,Assam,2021,1,781028,24813
789,Assam,2021,1,782435,24658
790,Assam,2021,2,781032,49999
791,Assam,2021,2,781022,40254
792,Assam,2021,2,781001,36847
793,Assam,2021,2,781038,32353
794,Assam,2021,2,783380,31551
795,Assam,2021,2,781011,30045
796,Assam,2021,2,785001,29194
797,Assam,2021,2,786001,28664
798,Assam,2021,2,781028,26557
799,Assam,2021,2,782435,26455
800,Assam,2021,3,781032,53594
801,Assam,2021,3,781022,43191
802,Assam,2021,3,781001,39514
803,Assam,2021,3,781038,34724
804,Assam,2021,3,783380,34031
805,Assam,2021,3,781011,32293
806,Assam,2021,3,785001,31327
807,Assam,2021,3,786001,30785
808,Assam,2021,3,782435,28639
809,Assam,2021,3,781028,28555
810,Assam,2021,4,781032,57249
811,Assam,2021,4,781022,46108
812,Assam,2021,4,781001,42225
813,Assam,2021,4,781038,37135
814,Assam,2021,4,783380,36481
815,Assam,2021,4,781011,34495
816,Assam,2021,4,785001,33508
817,Assam,2021,4,786001,32892
818,Assam,2021,4,782435,30729
819,Assam,2021,4,781028,30534
820,Assam,2022,1,781032,60632
821,Assam,2022,1,781022,48859
822,Assam,2022,1,781001,44765
823,Assam,2022,1,781038,39366
824,Assam,2022,1,783380,38840
825,Assam,2022,1,781011,36583
826,Assam,2022,1,785001,35517
827,Assam,2022,1,786001,34879
828,Assam,2022,1,782435,32753
829,Assam,2022,1,781028,32414
830,Assam,2022,2,781032,63866
831,Assam,2022,2,781022,51543
832,Assam,2022,2,781001,47222
833,Assam,2022,2,781038,41519
834,Assam,2022,2,783380,41067
835,Assam,2022,2,781011,38612
836,Assam,2022,2,785001,37438
837,Assam,2022,2,786001,36760
838,Assam,2022,2,782435,34642
839,Assam,2022,2,781028,34231
840,Assam,2022,3,781032,67280
841,Assam,2022,3,781022,54277
842,Assam,2022,3,781001,49784
843,Assam,2022,3,781038,43745
844,Assam,2022,3,783380,43396
845,Assam,2022,3,781011,40762
846,Assam,2022,3,785001,39413
847,Assam,2022,3,786001,38716
848,Assam,2022,3,782435,36615
849,Assam,2022,3,781028,36089
850,Assam,2022,4,781032,70664
851,Assam,2022,4,781022,57039
852,Assam,2022,4,781001,52292
853,Assam,2022,4,781038,45987
854,Assam,2022,4,783380,45548
855,Assam,2022,4,781011,42885
856,Assam,2022,4,785001,41419
857,Assam,2022,4,786001,40689
858,Assam,2022,4,782435,38441
859,Assam,2022,4,781028,37934
860,Assam,2023,1,781032,73878
861,Assam,2023,1,781022,59721
862,Assam,2023,1,781001,54745
863,Assam,2023,1,781038,48134
864,Assam,2023,1,783380,47759
865,Assam,2023,1,781011,44810
866,Assam,2023,1,785001,43324
867,Assam,2023,1,786001,42577
868,Assam,2023,1,782435,40288
869,Assam,2023,1,781028,39737
870,Assam,2023,2,781032,76617
871,Assam,2023,2,781022,62035
872,Assam,2023,2,781001,56858
873,Assam,2023,2,781038,50048
874,Assam,2023,2,783380,49755
875,Assam,2023,2,781011,46533
876,Assam,2023,2,785001,45031
877,Assam,2023,2,786001,44226
878,Assam,2023,2,782435,42067
879,Assam,2023,2,781028,41323
880,Bihar,2018,1,800001,71092
881,Bihar,2018,1,800006,51989
882,Bihar,2018,1,800020,46299
883,Bihar,2018,1,845401,26349
884,Bihar,2018,1,823001,22311
885,Bihar,2018,1,801503,20404
886,Bihar,2018,1,845438,20223
887,Bihar,2018,1,842001,20084
888,Bihar,2018,1,812001,20071
889,Bihar,2018,1,842002,20024
890,Bihar,2018,2,800001,94711
891,Bihar,2018,2,800006,68659
892,Bihar,2018,2,800020,60774
893,Bihar,2018,2,845401,36977
894,Bihar,2018,2,823001,30395
895,Bihar,2018,2,845438,28375
896,Bihar,2018,2,842001,27334
897,Bihar,2018,2,801503,27233
898,Bihar,2018,2,812001,26979
899,Bihar,2018,2,842002,26341
900,Bihar,2018,3,800001,112494
901,Bihar,2018,3,800006,82368
902,Bihar,2018,3,800020,72430
903,Bihar,2018,3,845401,45977
904,Bihar,2018,3,823001,37326
905,Bihar,2018,3,845438,35432
906,Bihar,2018,3,842001,32797
907,Bihar,2018,3,801503,32597
908,Bihar,2018,3,812001,31778
909,Bihar,2018,3,842002,31195
910,Bihar,2018,4,800001,134254
911,Bihar,2018,4,800006,97937
912,Bihar,2018,4,800020,86072
913,Bihar,2018,4,845401,56938
914,Bihar,2018,4,823001,46023
915,Bihar,2018,4,845438,44617
916,Bihar,2018,4,842001,39428
917,Bihar,2018,4,801503,39106
918,Bihar,2018,4,812001,38300
919,Bihar,2018,4,802301,38256
920,Bihar,2019,1,800001,155763
921,Bihar,2019,1,800006,112180
922,Bihar,2019,1,800020,98591
923,Bihar,2019,1,845401,67473
924,Bihar,2019,1,823001,53758
925,Bihar,2019,1,845438,53452
926,Bihar,2019,1,801503,45773
927,Bihar,2019,1,842001,45763
928,Bihar,2019,1,802301,44801
929,Bihar,2019,1,812001,44256
930,Bihar,2019,2,800001,176131
931,Bihar,2019,2,800006,122307
932,Bihar,2019,2,800020,108548
933,Bihar,2019,2,845401,76909
934,Bihar,2019,2,845438,61028
935,Bihar,2019,2,823001,59743
936,Bihar,2019,2,842001,52549
937,Bihar,2019,2,801503,51154
938,Bihar,2019,2,802301,50446
939,Bihar,2019,2,812001,50398
940,Bihar,2019,3,800001,194197
941,Bihar,2019,3,800006,131686
942,Bihar,2019,3,800020,117437
943,Bihar,2019,3,845401,85543
944,Bihar,2019,3,845438,68041
945,Bihar,2019,3,823001,65720
946,Bihar,2019,3,842001,58919
947,Bihar,2019,3,801503,56571
948,Bihar,2019,3,812001,55738
949,Bihar,2019,3,802301,55612
950,Bihar,2019,4,800001,210421
951,Bihar,2019,4,800006,141267
952,Bihar,2019,4,800020,126595
953,Bihar,2019,4,845401,95162
954,Bihar,2019,4,845438,76410
955,Bihar,2019,4,823001,71999
956,Bihar,2019,4,842001,64740
957,Bihar,2019,4,801503,61692
958,Bihar,2019,4,802301,61027
959,Bihar,2019,4,812001,60690
960,Bihar,2020,1,800001,226061
961,Bihar,2020,1,800006,149937
962,Bihar,2020,1,800020,135524
963,Bihar,2020,1,845401,105308
964,Bihar,2020,1,845438,85599
965,Bihar,2020,1,823001,78258
966,Bihar,2020,1,842001,70891
967,Bihar,2020,1,801503,66952
968,Bihar,2020,1,846004,66311
969,Bihar,2020,1,802301,66179
970,Bihar,2020,2,800001,239180
971,Bihar,2020,2,800006,156697
972,Bihar,2020,2,800020,143564
973,Bihar,2020,2,845401,116500
974,Bihar,2020,2,845438,95794
975,Bihar,2020,2,823001,84238
976,Bihar,2020,2,842001,76881
977,Bihar,2020,2,801503,72440
978,Bihar,2020,2,846004,72384
979,Bihar,2020,2,802301,71937
980,Bihar,2020,3,800001,254577
981,Bihar,2020,3,800006,165587
982,Bihar,2020,3,800020,153436
983,Bihar,2020,3,845401,128397
984,Bihar,2020,3,845438,105491
985,Bihar,2020,3,823001,91491
986,Bihar,2020,3,842001,83156
987,Bihar,2020,3,846004,79075
988,Bihar,2020,3,801503,78835
989,Bihar,2020,3,802301,77893
990,Bihar,2020,4,800001,271953
991,Bihar,2020,4,800006,176286
992,Bihar,2020,4,800020,164391
993,Bihar,2020,4,845401,139691
994,Bihar,2020,4,845438,114907
995,Bihar,2020,4,823001,98986
996,Bihar,2020,4,842001,89605
997,Bihar,2020,4,846004,85920
998,Bihar,2020,4,801503,85326
999,Bihar,2020,4,802301,84588
1000,Bihar,2021,1,800001,291064
1001,Bihar,2021,1,800006,188807
1002,Bihar,2021,1,800020,176118
1003,Bihar,2021,1,845401,151249
1004,Bihar,2021,1,845438,124418
1005,Bihar,2021,1,823001,106623
1006,Bihar,2021,1,842001,96473
1007,Bihar,2021,1,846004,92791
1008,Bihar,2021,1,801503,91718
1009,Bihar,2021,1,802301,91053
1010,Bihar,2021,2,800001,310396
1011,Bihar,2021,2,800006,201509
1012,Bihar,2021,2,800020,187797
1013,Bihar,2021,2,845401,162194
1014,Bihar,2021,2,845438,133423
1015,Bihar,2021,2,823001,113959
1016,Bihar,2021,2,842001,103177
1017,Bihar,2021,2,846004,99223
1018,Bihar,2021,2,801503,98037
1019,Bihar,2021,2,802301,97433
1020,Bihar,2021,3,800001,331994
1021,Bihar,2021,3,800006,215907
1022,Bihar,2021,3,800020,200899
1023,Bihar,2021,3,845401,174765
1024,Bihar,2021,3,845438,143642
1025,Bihar,2021,3,823001,122153
1026,Bihar,2021,3,842001,110719
1027,Bihar,2021,3,846004,106541
1028,Bihar,2021,3,801503,105096
1029,Bihar,2021,3,802301,104690
1030,Bihar,2021,4,800001,354049
1031,Bihar,2021,4,800006,230673
1032,Bihar,2021,4,800020,214343
1033,Bihar,2021,4,845401,187426
1034,Bihar,2021,4,845438,154094
1035,Bihar,2021,4,823001,130535
1036,Bihar,2021,4,842001,118411
1037,Bihar,2021,4,846004,113937
1038,Bihar,2021,4,801503,112216
1039,Bihar,2021,4,802301,112066
1040,Bihar,2022,1,800001,374585
1041,Bihar,2022,1,800006,244496
1042,Bihar,2022,1,800020,226982
1043,Bihar,2022,1,845401,199667
1044,Bihar,2022,1,845438,164043
1045,Bihar,2022,1,823001,138345
1046,Bihar,2022,1,842001,125613
1047,Bihar,2022,1,846004,120989
1048,Bihar,2022,1,802301,119021
1049,Bihar,2022,1,801503,118829
1050,Bihar,2022,2,800001,394289
1051,Bihar,2022,2,800006,257919
1052,Bihar,2022,2,800020,239192
1053,Bihar,2022,2,845401,211280
1054,Bihar,2022,2,845438,173688
1055,Bihar,2022,2,823001,145953
1056,Bihar,2022,2,842001,132578
1057,Bihar,2022,2,846004,127805
1058,Bihar,2022,2,802301,125702
1059,Bihar,2022,2,801503,125223
1060,Bihar,2022,3,800001,414926
1061,Bihar,2022,3,800006,272017
1062,Bihar,2022,3,800020,251896
1063,Bihar,2022,3,845401,223461
1064,Bihar,2022,3,845438,183758
1065,Bihar,2022,3,823001,153810
1066,Bihar,2022,3,842001,139844
1067,Bihar,2022,3,846004,134888
1068,Bihar,2022,3,802301,132748
1069,Bihar,2022,3,801503,131911
1070,Bihar,2022,4,800001,435858
1071,Bihar,2022,4,800006,286403
1072,Bihar,2022,4,800020,264853
1073,Bihar,2022,4,845401,235479
1074,Bihar,2022,4,845438,193467
1075,Bihar,2022,4,823001,161778
1076,Bihar,2022,4,842001,147230
1077,Bihar,2022,4,846004,142051
1078,Bihar,2022,4,802301,139772
1079,Bihar,2022,4,801503,138639
1080,Bihar,2023,1,800001,455854
1081,Bihar,2023,1,800006,300230
1082,Bihar,2023,1,800020,277169
1083,Bihar,2023,1,845401,246901
1084,Bihar,2023,1,845438,203029
1085,Bihar,2023,1,823001,169449
1086,Bihar,2023,1,842001,154271
1087,Bihar,2023,1,846004,148858
1088,Bihar,2023,1,802301,146579
1089,Bihar,2023,1,801503,144944
1090,Bihar,2023,2,800001,472016
1091,Bihar,2023,2,800006,311558
1092,Bihar,2023,2,800020,287226
1093,Bihar,2023,2,845401,256921
1094,Bihar,2023,2,845438,211285
1095,Bihar,2023,2,823001,175779
1096,Bihar,2023,2,842001,160164
1097,Bihar,2023,2,846004,154656
1098,Bihar,2023,2,802301,152195
1099,Bihar,2023,2,801503,150388
1100,Chandigarh,2018,1,160101,11805
1101,Chandigarh,2018,1,160002,10228
1102,Chandigarh,2018,1,160036,9118
1103,Chandigarh,2018,1,160047,8701
1104,Chandigarh,2018,1,160022,7205
1105,Chandigarh,2018,1,160014,5082
1106,Chandigarh,2018,1,160015,3791
1107,Chandigarh,2018,1,160030,3568
1108,Chandigarh,2018,1,160019,3384
1109,Chandigarh,2018,1,160020,3161
1110,Chandigarh,2018,2,160101,15846
1111,Chandigarh,2018,2,160002,13532
1112,Chandigarh,2018,2,160036,12172
1113,Chandigarh,2018,2,160047,11636
1114,Chandigarh,2018,2,160022,9558
1115,Chandigarh,2018,2,160014,7019
1116,Chandigarh,2018,2,160015,4883
1117,Chandigarh,2018,2,160030,4840
1118,Chandigarh,2018,2,160019,4407
1119,Chandigarh,2018,2,160020,4165
1120,Chandigarh,2018,3,160101,19810
1121,Chandigarh,2018,3,160002,16929
1122,Chandigarh,2018,3,160036,15103
1123,Chandigarh,2018,3,160047,14492
1124,Chandigarh,2018,3,160022,11963
1125,Chandigarh,2018,3,160014,8884
1126,Chandigarh,2018,3,160015,6087
1127,Chandigarh,2018,3,160030,5895
1128,Chandigarh,2018,3,160019,5610
1129,Chandigarh,2018,3,160020,5211
1130,Chandigarh,2018,4,160101,24670
1131,Chandigarh,2018,4,160002,21350
1132,Chandigarh,2018,4,160036,18721
1133,Chandigarh,2018,4,160047,17732
1134,Chandigarh,2018,4,160022,14640
1135,Chandigarh,2018,4,160014,11285
1136,Chandigarh,2018,4,160015,7435
1137,Chandigarh,2018,4,160030,7194
1138,Chandigarh,2018,4,160019,6759
1139,Chandigarh,2018,4,160020,6374
1140,Chandigarh,2019,1,160101,29177
1141,Chandigarh,2019,1,160002,25286
1142,Chandigarh,2019,1,160036,22093
1143,Chandigarh,2019,1,160047,20696
1144,Chandigarh,2019,1,160022,17171
1145,Chandigarh,2019,1,160014,13548
1146,Chandigarh,2019,1,160015,8582
1147,Chandigarh,2019,1,160030,8239
1148,Chandigarh,2019,1,160019,7885
1149,Chandigarh,2019,1,160020,7361
1150,Chandigarh,2019,2,160101,33226
1151,Chandigarh,2019,2,160002,28840
1152,Chandigarh,2019,2,160036,25318
1153,Chandigarh,2019,2,160047,23915
