,State,Year,Quarter,District,Count,Amount
11604,Rajasthan,2021,3,bharatpur district,4840142,9542568538.446917
11605,Rajasthan,2021,3,barmer district,7369389,17897391704.43372
11606,Rajasthan,2021,3,ajmer district,12039695,23974005140.503323
11607,Rajasthan,2021,3,chittorgarh district,4916314,9584592196.425575
11608,Rajasthan,2021,3,hanumangarh district,4401750,9676935141.552437
11609,Rajasthan,2021,3,pratapgarh district,951737,2170354158.6816454
11610,Rajasthan,2021,3,sawai madhopur district,4881323,7329478651.814055
11611,Rajasthan,2021,3,jalore district,2769584,7412183523.388387
11612,Rajasthan,2021,3,bikaner district,7999407,15396174302.54737
11613,Rajasthan,2021,3,sikar district,12157675,24859966680.623276
11614,Rajasthan,2021,3,dholpur district,1667722,3666631213.5705867
11615,Rajasthan,2021,3,sirohi district,2429857,4593398470.638926
11616,Rajasthan,2021,3,rajsamand district,3136695,6345862851.265483
11617,Rajasthan,2021,3,jaisalmer district,3120934,6241304259.45832
11618,Rajasthan,2021,3,bundi district,2707584,4521278251.580663
11619,Rajasthan,2021,3,jhalawar district,3141862,6253079109.368879
11620,Rajasthan,2021,3,alwar district,18956440,31796623472.554592
11621,Rajasthan,2021,3,kota district,13858632,22356848820.753063
11622,Rajasthan,2021,3,jhunjhunu district,7368576,15584852433.930729
11623,Rajasthan,2021,4,pali district,6057183,12994115234.340431
11624,Rajasthan,2021,4,ganganagar district,8184243,16810621864.152517
11625,Rajasthan,2021,4,churu district,5935726,14118707638.256508
11626,Rajasthan,2021,4,jaipur district,231804892,394435778364.0141
11627,Rajasthan,2021,4,baran district,2793598,5264026397.197663
11628,Rajasthan,2021,4,bhilwara district,15373212,29555829037.16449
11629,Rajasthan,2021,4,banswara district,1550961,3356204177.0999207
11630,Rajasthan,2021,4,dungarpur district,1353577,2828675179.088701
11631,Rajasthan,2021,4,tonk district,6584281,11053638122.755545
11632,Rajasthan,2021,4,jodhpur district,23671637,49201187505.373276
11633,Rajasthan,2021,4,karauli district,4265646,8113128022.069071
11634,Rajasthan,2021,4,udaipur district,12082286,19874244609.252956
11635,Rajasthan,2021,4,dausa district,10142219,16190233721.345505
11636,Rajasthan,2021,4,nagaur district,10615952,25959911336.428215
11637,Rajasthan,2021,4,bharatpur district,6438461,12862157301.664558
11638,Rajasthan,2021,4,barmer district,9363927,22313160419.561607
11639,Rajasthan,2021,4,ajmer district,15049250,31040109507.970833
11640,Rajasthan,2021,4,chittorgarh district,6261904,12222272566.091549
11641,Rajasthan,2021,4,hanumangarh district,5310780,12582463280.75969
11642,Rajasthan,2021,4,pratapgarh district,1246112,2850194415.7852297
11643,Rajasthan,2021,4,sawai madhopur district,6211420,9792493809.93205
11644,Rajasthan,2021,4,jalore district,3636011,9829253225.773853
11645,Rajasthan,2021,4,bikaner district,9810932,19930824235.996365
11646,Rajasthan,2021,4,sikar district,14946567,32671486020.051144
11647,Rajasthan,2021,4,dholpur district,2276540,5074521349.039705
11648,Rajasthan,2021,4,sirohi district,2938452,5709723256.685272
11649,Rajasthan,2021,4,rajsamand district,3904566,7888825387.672116
11650,Rajasthan,2021,4,jaisalmer district,4360030,8928650729.233105
11651,Rajasthan,2021,4,bundi district,3509775,5985136286.115728
11652,Rajasthan,2021,4,jhalawar district,4094768,8244372847.326485
11653,Rajasthan,2021,4,alwar district,23661509,40984441151.342705
11654,Rajasthan,2021,4,kota district,14912645,24168234009.303993
11655,Rajasthan,2021,4,jhunjhunu district,9272535,21099797535.474567
11656,Rajasthan,2022,1,pali district,7186562,14978683154.30138
11657,Rajasthan,2022,1,ganganagar district,9951712,19810362020.417377
11658,Rajasthan,2022,1,churu district,7027393,16182079348.550667
11659,Rajasthan,2022,1,jaipur district,262950613,434507898653.2288
11660,Rajasthan,2022,1,baran district,3313639,6075628390.959345
11661,Rajasthan,2022,1,bhilwara district,18219742,34832214592.68741
11662,Rajasthan,2022,1,banswara district,1934543,4305963325.291948
11663,Rajasthan,2022,1,dungarpur district,1601893,3333483354.5657682
11664,Rajasthan,2022,1,tonk district,7525693,12353743560.603878
11665,Rajasthan,2022,1,jodhpur district,27810577,56966935615.03049
11666,Rajasthan,2022,1,karauli district,4947468,8967316935.909687
11667,Rajasthan,2022,1,udaipur district,13527713,22322610837.972824
11668,Rajasthan,2022,1,dausa district,11542170,17674189167.00492
11669,Rajasthan,2022,1,nagaur district,12629151,30251543728.242836
11670,Rajasthan,2022,1,bharatpur district,7655860,14512910848.443268
11671,Rajasthan,2022,1,barmer district,11519794,27090053338.4531
11672,Rajasthan,2022,1,ajmer district,17973292,36567659945.04271
11673,Rajasthan,2022,1,chittorgarh district,7428622,14456333123.863838
11674,Rajasthan,2022,1,hanumangarh district,6377544,14758711603.374897
11675,Rajasthan,2022,1,pratapgarh district,1599079,3515635369.540432
11676,Rajasthan,2022,1,sawai madhopur district,7216366,11027855832.279514
11677,Rajasthan,2022,1,jalore district,4491298,12375235222.293488
11678,Rajasthan,2022,1,bikaner district,11656264,23262580003.212997
11679,Rajasthan,2022,1,sikar district,16975662,35691652892.445
11680,Rajasthan,2022,1,dholpur district,2778999,5894331701.791255
11681,Rajasthan,2022,1,sirohi district,3353014,6402432686.378646
11682,Rajasthan,2022,1,rajsamand district,4525911,9132121086.433088
11683,Rajasthan,2022,1,jaisalmer district,4838533,9233715982.400576
11684,Rajasthan,2022,1,bundi district,4151689,6974583851.094925
11685,Rajasthan,2022,1,jhalawar district,5038482,9563582630.651922
11686,Rajasthan,2022,1,alwar district,27462202,46051829716.34672
11687,Rajasthan,2022,1,kota district,19207151,30335394639.44809
11688,Rajasthan,2022,1,jhunjhunu district,10543589,22640907821.866825
11689,Rajasthan,2022,2,pali district,8668074,17160215080.703873
11690,Rajasthan,2022,2,ganganagar district,11882025,22557602051.766155
11691,Rajasthan,2022,2,churu district,8257600,18081738963.407227
11692,Rajasthan,2022,2,jaipur district,314511010,497492495896.22046
11693,Rajasthan,2022,2,baran district,3685832,7229260131.890043
11694,Rajasthan,2022,2,bhilwara district,20131391,38273076738.35588
11695,Rajasthan,2022,2,banswara district,2337103,4900005809.650963
11696,Rajasthan,2022,2,dungarpur district,1899171,3638952978.96605
11697,Rajasthan,2022,2,tonk district,8150133,13811523631.619999
11698,Rajasthan,2022,2,jodhpur district,31463295,61614349060.01106
11699,Rajasthan,2022,2,karauli district,5012114,9206349483.513716
11700,Rajasthan,2022,2,udaipur district,15896129,24912652507.999565
11701,Rajasthan,2022,2,dausa district,12578789,19527845596.347805
11702,Rajasthan,2022,2,nagaur district,14631304,33408260595.265953
11703,Rajasthan,2022,2,bharatpur district,8637412,16444974525.83487
11704,Rajasthan,2022,2,barmer district,13273476,29634982538.374557
11705,Rajasthan,2022,2,ajmer district,20900496,40715583331.30888
11706,Rajasthan,2022,2,chittorgarh district,8396831,16148783709.582657
11707,Rajasthan,2022,2,hanumangarh district,7429430,16401668344.542992
11708,Rajasthan,2022,2,pratapgarh district,1885590,4033817039.193558
11709,Rajasthan,2022,2,sawai madhopur district,7873045,12262315403.645233
11710,Rajasthan,2022,2,jalore district,5321185,14025921249.715084
11711,Rajasthan,2022,2,bikaner district,13694139,26087476960.412987
11712,Rajasthan,2022,2,sikar district,19932783,40102076741.92372
11713,Rajasthan,2022,2,dholpur district,3298278,6894675131.058619
11714,Rajasthan,2022,2,sirohi district,4023871,7194139293.674581
11715,Rajasthan,2022,2,rajsamand district,5301424,10184357986.945518
11716,Rajasthan,2022,2,jaisalmer district,5269349,9862231669.414537
11717,Rajasthan,2022,2,bundi district,4673601,8088389075.404289
11718,Rajasthan,2022,2,jhalawar district,5465987,10395227508.431992
11719,Rajasthan,2022,2,alwar district,31488094,50746151172.86586
11720,Rajasthan,2022,2,kota district,22930803,36055197912.070015
11721,Rajasthan,2022,2,jhunjhunu district,12270386,25741220480.27944
11722,Rajasthan,2022,3,pali district,9383118,16882438860.192509
11723,Rajasthan,2022,3,ganganagar district,12803386,22240341715.78325
11724,Rajasthan,2022,3,churu district,8783655,17976361125.250355
11725,Rajasthan,2022,3,jaipur district,377469909,564818218571.2906
11726,Rajasthan,2022,3,baran district,4125706,6742397008.271659
11727,Rajasthan,2022,3,bhilwara district,22210445,37982785217.262955
11728,Rajasthan,2022,3,banswara district,2551714,4868669663.686186
11729,Rajasthan,2022,3,dungarpur district,1877661,3540885656.2172456
11730,Rajasthan,2022,3,tonk district,9710550,14504363314.95301
11731,Rajasthan,2022,3,jodhpur district,44177624,78522559026.67796
11732,Rajasthan,2022,3,karauli district,5485874,8907060018.165571
11733,Rajasthan,2022,3,udaipur district,17437737,26920987876.54088
11734,Rajasthan,2022,3,dausa district,12485930,17906746198.24476
11735,Rajasthan,2022,3,nagaur district,17110682,34696357961.3792
11736,Rajasthan,2022,3,bharatpur district,8864216,15557212790.848467
11737,Rajasthan,2022,3,barmer district,13922134,27600044726.483513
11738,Rajasthan,2022,3,ajmer district,28082495,49547976214.078476
11739,Rajasthan,2022,3,chittorgarh district,8973197,15910570305.152487
11740,Rajasthan,2022,3,hanumangarh district,8622983,16877518968.368637
11741,Rajasthan,2022,3,pratapgarh district,2199404,3978539086.514776
11742,Rajasthan,2022,3,sawai madhopur district,8296430,11364739097.257002
11743,Rajasthan,2022,3,jalore district,5150635,12265545245.71053
11744,Rajasthan,2022,3,bikaner district,15580963,27371553576.152893
11745,Rajasthan,2022,3,sikar district,21334188,40269671901.04936
11746,Rajasthan,2022,3,dholpur district,3455237,6522103060.292555
11747,Rajasthan,2022,3,sirohi district,4160902,7173102737.4551525
11748,Rajasthan,2022,3,rajsamand district,5484975,10019131487.496407
11749,Rajasthan,2022,3,jaisalmer district,5783678,9725918865.998837
11750,Rajasthan,2022,3,bundi district,5110230,7814818175.588694
11751,Rajasthan,2022,3,jhalawar district,5868488,9351119284.035149
11752,Rajasthan,2022,3,alwar district,35823235,53614596972.029465
11753,Rajasthan,2022,3,kota district,22439613,32238127933.327984
11754,Rajasthan,2022,3,jhunjhunu district,12774366,24776793676.52417
11755,Rajasthan,2022,4,pali district,10687142,19884419970.4767
11756,Rajasthan,2022,4,ganganagar district,14030401,25826856912.730366
11757,Rajasthan,2022,4,churu district,9452402,20708697989.79863
11758,Rajasthan,2022,4,jaipur district,404922774,635458549842.8215
11759,Rajasthan,2022,4,baran district,5031278,8386783739.108584
11760,Rajasthan,2022,4,bhilwara district,27720484,47886590518.51659
11761,Rajasthan,2022,4,banswara district,3121397,5651556910.360752
11762,Rajasthan,2022,4,dungarpur district,2237173,4156369821.174698
11763,Rajasthan,2022,4,tonk district,10011229,15727892323.59581
11764,Rajasthan,2022,4,jodhpur district,65465040,116215227388.41562
11765,Rajasthan,2022,4,karauli district,6393789,10633788953.19469
11766,Rajasthan,2022,4,udaipur district,26954261,41938245496.56419
11767,Rajasthan,2022,4,dausa district,14234349,21761198700.450893
11768,Rajasthan,2022,4,nagaur district,20286836,43215070664.43902
11769,Rajasthan,2022,4,bharatpur district,11015440,19248137810.647594
11770,Rajasthan,2022,4,barmer district,15852440,31377555272.690876
11771,Rajasthan,2022,4,ajmer district,27641155,51933913055.11865
11772,Rajasthan,2022,4,chittorgarh district,9828534,18083165087.106323
11773,Rajasthan,2022,4,hanumangarh district,9449022,19615022393.032665
11774,Rajasthan,2022,4,pratapgarh district,2356939,4292007343.0185347
11775,Rajasthan,2022,4,sawai madhopur district,8855496,13187564165.09026
11776,Rajasthan,2022,4,jalore district,6459635,15044710483.351723
11777,Rajasthan,2022,4,bikaner district,16072144,30210151812.097847
11778,Rajasthan,2022,4,sikar district,23710055,48095846111.82442
11779,Rajasthan,2022,4,dholpur district,4127164,7920407018.54721
11780,Rajasthan,2022,4,sirohi district,4625219,8190561974.079561
11781,Rajasthan,2022,4,rajsamand district,6151542,11284318473.012938
11782,Rajasthan,2022,4,jaisalmer district,6820292,12276117814.198534
11783,Rajasthan,2022,4,bundi district,5866314,9265489222.776516
11784,Rajasthan,2022,4,jhalawar district,6716599,11281766014.824902
11785,Rajasthan,2022,4,alwar district,38922404,61077684974.04574
11786,Rajasthan,2022,4,kota district,26571402,37841298987.05793
11787,Rajasthan,2022,4,jhunjhunu district,13984497,29279732154.496353
11788,Rajasthan,2023,1,pali district,16879253,30545417498.0
11789,Rajasthan,2023,1,ganganagar district,23684504,42408661017.0
11790,Rajasthan,2023,1,churu district,16344145,34147762001.0
11791,Rajasthan,2023,1,jaipur district,250101628,383391511211.0
11792,Rajasthan,2023,1,baran district,7842338,12298806556.0
11793,Rajasthan,2023,1,bhilwara district,40390520,69684628207.0
11794,Rajasthan,2023,1,banswara district,5660214,9767493283.0
11795,Rajasthan,2023,1,dungarpur district,3932392,6900946134.0
11796,Rajasthan,2023,1,tonk district,16005039,24010143759.0
11797,Rajasthan,2023,1,jodhpur district,55799596,103638420860.0
11798,Rajasthan,2023,1,karauli district,11513504,18244056586.0
11799,Rajasthan,2023,1,udaipur district,28562794,42357660825.0
11800,Rajasthan,2023,1,dausa district,22741458,33514469427.0
11801,Rajasthan,2023,1,nagaur district,29670841,64697662210.0
11802,Rajasthan,2023,1,bharatpur district,18416483,30814946734.0
11803,Rajasthan,2023,1,barmer district,27662361,55275431518.0
11804,Rajasthan,2023,1,ajmer district,40711142,75097900480.0
11805,Rajasthan,2023,1,chittorgarh district,16681437,29276597209.0
11806,Rajasthan,2023,1,hanumangarh district,15106483,30282012384.0
11807,Rajasthan,2023,1,pratapgarh district,4341209,7286096805.0
11808,Rajasthan,2023,1,sawai madhopur district,15034531,21583710029.0
11809,Rajasthan,2023,1,jalore district,11125511,25661512035.0
11810,Rajasthan,2023,1,bikaner district,27198314,49018889766.0
11811,Rajasthan,2023,1,sikar district,37352772,73473038385.0
11812,Rajasthan,2023,1,dholpur district,7493014,13667472300.0
11813,Rajasthan,2023,1,sirohi district,7693002,13095239851.0
11814,Rajasthan,2023,1,rajsamand district,9619287,17003458719.0
11815,Rajasthan,2023,1,jaisalmer district,10869848,18251500453.0
11816,Rajasthan,2023,1,bundi district,10235348,14857578015.0
11817,Rajasthan,2023,1,jhalawar district,11822348,18648043828.0
11818,Rajasthan,2023,1,alwar district,59810068,90609216574.0
11819,Rajasthan,2023,1,kota district,37756795,49533748966.0
11820,Rajasthan,2023,1,jhunjhunu district,23038507,45869342225.0
11821,Rajasthan,2023,2,pali district,19701272,34017141062.0
11822,Rajasthan,2023,2,ganganagar district,26749049,45965288621.0
11823,Rajasthan,2023,2,churu district,19951848,38113001350.0
11824,Rajasthan,2023,2,jaipur district,291245541,414094307123.0
11825,Rajasthan,2023,2,baran district,8989649,14544076456.0
11826,Rajasthan,2023,2,bhilwara district,46805864,76181416686.0
11827,Rajasthan,2023,2,banswara district,6879066,11075476953.0
11828,Rajasthan,2023,2,dungarpur district,4665431,7578105236.0
11829,Rajasthan,2023,2,tonk district,17948259,26680900425.0
11830,Rajasthan,2023,2,jodhpur district,63628518,111202183454.0
11831,Rajasthan,2023,2,karauli district,13940159,20469546864.0
11832,Rajasthan,2023,2,udaipur district,32859859,46209374120.0
11833,Rajasthan,2023,2,dausa district,26533735,37535725279.0
11834,Rajasthan,2023,2,nagaur district,34917594,69594287612.0
11835,Rajasthan,2023,2,bharatpur district,22780373,34710648020.0
11836,Rajasthan,2023,2,barmer district,31092713,56589731827.0
11837,Rajasthan,2023,2,ajmer district,47633939,82448878689.0
11838,Rajasthan,2023,2,chittorgarh district,20124029,32681384338.0
11839,Rajasthan,2023,2,hanumangarh district,17538872,33002681443.0
11840,Rajasthan,2023,2,pratapgarh district,5131204,8339462758.0
11841,Rajasthan,2023,2,sawai madhopur district,16982983,23618456413.0
11842,Rajasthan,2023,2,jalore district,12609229,27736556138.0
11843,Rajasthan,2023,2,bikaner district,31513648,53282144682.0
11844,Rajasthan,2023,2,sikar district,43838459,80007069194.0
11845,Rajasthan,2023,2,dholpur district,9007093,14977707390.0
11846,Rajasthan,2023,2,sirohi district,8996677,14353134001.0
11847,Rajasthan,2023,2,rajsamand district,11717579,18644211804.0
11848,Rajasthan,2023,2,jaisalmer district,11787063,19078104653.0
11849,Rajasthan,2023,2,bundi district,11766967,17007074554.0
11850,Rajasthan,2023,2,jhalawar district,13306994,21098817601.0
11851,Rajasthan,2023,2,alwar district,72379746,100096748505.0
11852,Rajasthan,2023,2,kota district,42838853,57552911099.0
11853,Rajasthan,2023,2,jhunjhunu district,27597073,49969031950.0
11854,Sikkim,2018,1,south district,11355,16098282.748140384
11855,Sikkim,2018,1,west district,4845,7468491.334182342
11856,Sikkim,2018,1,east district,24432,35907388.054869555
11857,Sikkim,2018,1,north district,3446,5176776.803176152
11858,Sikkim,2018,2,south district,16740,27651617.534535274
11859,Sikkim,2018,2,west district,10671,19368446.48352459
11860,Sikkim,2018,2,east district,40432,83823658.19224699
11861,Sikkim,2018,2,north district,6735,12849363.319488723
11862,Sikkim,2018,3,south district,24662,40036375.9623436
11863,Sikkim,2018,3,west district,14121,33797876.56771384
11864,Sikkim,2018,3,east district,59571,133322127.02823457
11865,Sikkim,2018,3,north district,10146,27923847.395025603
11866,Sikkim,2018,4,south district,34495,60113689.048481904
11867,Sikkim,2018,4,west district,19567,51859359.64770544
11868,Sikkim,2018,4,east district,84485,216960325.35148895
11869,Sikkim,2018,4,north district,15986,54207984.03057738
11870,Sikkim,2019,1,south district,47506,76869333.72007152
11871,Sikkim,2019,1,west district,21489,46329216.02416058
11872,Sikkim,2019,1,east district,155482,291845617.9832262
11873,Sikkim,2019,1,north district,15810,42949466.656635895
11874,Sikkim,2019,2,south district,45712,82937894.82004634
11875,Sikkim,2019,2,west district,26024,63325567.8423853
11876,Sikkim,2019,2,east district,297652,538259507.8024242
11877,Sikkim,2019,2,north district,18856,54371272.971085116
11878,Sikkim,2019,3,south district,61142,106415589.26391001
11879,Sikkim,2019,3,west district,33550,66514136.575647816
11880,Sikkim,2019,3,east district,429201,643298304.6767757
11881,Sikkim,2019,3,north district,28543,68488417.92409426
11882,Sikkim,2019,4,south district,73099,121803196.14604722
11883,Sikkim,2019,4,west district,43955,92445262.76900172
11884,Sikkim,2019,4,east district,616761,877636921.1534436
11885,Sikkim,2019,4,north district,33255,84624221.58772576
11886,Sikkim,2020,1,south district,82456,138401236.4081525
11887,Sikkim,2020,1,west district,49913,100981561.51060593
11888,Sikkim,2020,1,east district,360279,729478141.5689781
11889,Sikkim,2020,1,north district,35470,84615332.45666516
11890,Sikkim,2020,2,south district,95669,152837659.21956825
11891,Sikkim,2020,2,west district,69860,121265798.69496223
11892,Sikkim,2020,2,east district,304581,653853477.4965272
11893,Sikkim,2020,2,north district,47621,126661852.85020877
11894,Sikkim,2020,3,south district,104888,202497013.7266165
11895,Sikkim,2020,3,west district,79994,165556236.37028116
11896,Sikkim,2020,3,east district,353881,869648385.4220288
11897,Sikkim,2020,3,north district,57672,163225093.14147198
11898,Sikkim,2020,4,south district,130339,292804584.22659683
11899,Sikkim,2020,4,west district,95163,245657098.12953633
11900,Sikkim,2020,4,east district,428732,1129627876.1171591
11901,Sikkim,2020,4,north district,80801,251186246.6496318
11902,Sikkim,2021,1,south district,127233,310128541.24028677
11903,Sikkim,2021,1,west district,88532,254432217.49525508
11904,Sikkim,2021,1,east district,516158,1432658383.1323361
11905,Sikkim,2021,1,north district,68266,220448584.97284672
11906,Sikkim,2021,2,south district,157530,344012187.23706484
11907,Sikkim,2021,2,west district,102322,248942844.2100811
11908,Sikkim,2021,2,east district,635504,1575867390.7924504
11909,Sikkim,2021,2,north district,81358,256077157.4357005
11910,Sikkim,2021,3,south district,188063,416609481.70282745
11911,Sikkim,2021,3,west district,116665,312940476.16548187
11912,Sikkim,2021,3,east district,757493,1937906268.9017417
11913,Sikkim,2021,3,north district,98373,321880637.03834116
11914,Sikkim,2021,4,south district,238464,546711693.4617904
11915,Sikkim,2021,4,west district,146397,436365769.14490384
11916,Sikkim,2021,4,east district,1071092,2791933180.3838186
11917,Sikkim,2021,4,north district,128392,421772618.6452949
11918,Sikkim,2022,1,south district,281076,619438912.3531296
11919,Sikkim,2022,1,west district,165446,468296204.3106276
11920,Sikkim,2022,1,east district,1173942,2887894588.7435055
11921,Sikkim,2022,1,north district,123838,391801570.4561584
11922,Sikkim,2022,2,south district,391808,756330708.2028978
11923,Sikkim,2022,2,west district,215921,578171483.8935819
11924,Sikkim,2022,2,east district,1540255,3736097005.542384
11925,Sikkim,2022,2,north district,174097,540506472.6682708
11926,Sikkim,2022,3,south district,406488,760409362.3196087
11927,Sikkim,2022,3,west district,204845,503543689.90772784
11928,Sikkim,2022,3,east district,1604446,3375012613.0491495
11929,Sikkim,2022,3,north district,180979,523914878.6149709
11930,Sikkim,2022,4,south district,410951,731151545.284701
11931,Sikkim,2022,4,west district,222875,569473212.1510196
11932,Sikkim,2022,4,east district,2227237,4615052808.218626
11933,Sikkim,2022,4,north district,197276,542707823.7654651
11934,Sikkim,2023,1,south district,686864,1130114141.0
11935,Sikkim,2023,1,west district,368967,853504549.0
11936,Sikkim,2023,1,east district,2050840,4070142377.0
11937,Sikkim,2023,1,north district,289457,708806955.0
11938,Sikkim,2023,2,south district,866355,1313893353.0
11939,Sikkim,2023,2,west district,468073,1009668241.0
11940,Sikkim,2023,2,east district,2681672,5266694395.0
11941,Sikkim,2023,2,north district,396867,990094447.0
11942,Tamil Nadu,2018,1,tiruchirappalli district,149186,262528157.21513474
11943,Tamil Nadu,2018,1,ramanathapuram district,24581,45696810.24106984
11944,Tamil Nadu,2018,1,krishnagiri district,153618,253907426.24551624
11945,Tamil Nadu,2018,1,cuddalore district,89956,139521484.6215473
11946,Tamil Nadu,2018,1,kancheepuram district,308279,538409899.0029244
11947,Tamil Nadu,2018,1,tiruppur district,239740,423271979.6901945
11948,Tamil Nadu,2018,1,dharmapuri district,63975,104176495.50900334
11949,Tamil Nadu,2018,1,thoothukkudi district,37172,55782894.98005988
11950,Tamil Nadu,2018,1,thanjavur district,88574,145796314.2349676
11951,Tamil Nadu,2018,1,madurai district,129858,232151304.34595776
11952,Tamil Nadu,2018,1,tiruvannamalai district,72372,91216191.60044219
11953,Tamil Nadu,2018,1,salem district,219916,375963971.67826045
11954,Tamil Nadu,2018,1,nagapattinam district,25394,46160213.432165846
11955,Tamil Nadu,2018,1,tirupathur district,38799,56805034.731481194
11956,Tamil Nadu,2018,1,ariyalur district,16068,28339477.987306528
11957,Tamil Nadu,2018,1,chennai district,2656230,4281137762.522443
11958,Tamil Nadu,2018,1,the nilgiris district,29334,55552425.89904122
11959,Tamil Nadu,2018,1,erode district,114560,198072372.78111735
11960,Tamil Nadu,2018,1,karur district,42198,76141519.7297589
11961,Tamil Nadu,2018,1,kallakkurichi district,32666,53643331.73237315
11962,Tamil Nadu,2018,1,viluppuram district,59239,96341148.1997363
11963,Tamil Nadu,2018,1,pudukkottai district,35973,65083487.93183671
11964,Tamil Nadu,2018,1,perambalur district,13293,19364164.454744175
11965,Tamil Nadu,2018,1,coimbatore district,533919,913824434.6276875
11966,Tamil Nadu,2018,1,virudhunagar district,40154,64399880.89336612
11967,Tamil Nadu,2018,1,dindigul district,65863,118771377.44963284
11968,Tamil Nadu,2018,1,sivaganga district,34130,63944318.44032206
11969,Tamil Nadu,2018,1,tenkasi district,24822,39439630.85720312
11970,Tamil Nadu,2018,1,chengalpattu district,569483,1030187164.971631
11971,Tamil Nadu,2018,1,kanniyakumari district,44474,72304912.26185375
11972,Tamil Nadu,2018,1,tirunelveli district,50976,96759984.01749644
11973,Tamil Nadu,2018,1,thiruvallur district,413340,730210413.6566752
11974,Tamil Nadu,2018,1,theni district,33275,54074355.481018536
11975,Tamil Nadu,2018,1,ranipet district,50346,68782429.03208953
11976,Tamil Nadu,2018,1,namakkal district,99497,178022610.2001903
11977,Tamil Nadu,2018,1,vellore district,104902,153394007.93803328
11978,Tamil Nadu,2018,1,thiruvarur district,20460,32378308.922213852
11979,Tamil Nadu,2018,2,tiruchirappalli district,245903,507249777.35516965
11980,Tamil Nadu,2018,2,ramanathapuram district,41164,95315460.36915746
11981,Tamil Nadu,2018,2,krishnagiri district,240421,518922355.15062875
11982,Tamil Nadu,2018,2,cuddalore district,135570,254106751.89937544
11983,Tamil Nadu,2018,2,kancheepuram district,460276,926687779.5176952
11984,Tamil Nadu,2018,2,tiruppur district,391330,829169121.0692806
11985,Tamil Nadu,2018,2,dharmapuri district,98177,198033255.21591768
11986,Tamil Nadu,2018,2,thoothukkudi district,59562,110287284.95387965
11987,Tamil Nadu,2018,2,thanjavur district,124870,260046384.13307607
11988,Tamil Nadu,2018,2,madurai district,213788,460415565.2125236
11989,Tamil Nadu,2018,2,tiruvannamalai district,103318,171723407.40219554
11990,Tamil Nadu,2018,2,salem district,333175,709542959.1656411
11991,Tamil Nadu,2018,2,nagapattinam district,41103,86466039.58831242
11992,Tamil Nadu,2018,2,tirupathur district,58068,115249602.29332027
11993,Tamil Nadu,2018,2,ariyalur district,26224,55081294.94754556
11994,Tamil Nadu,2018,2,chennai district,3719593,7305357440.752291
11995,Tamil Nadu,2018,2,the nilgiris district,55793,110994324.5565857
11996,Tamil Nadu,2018,2,erode district,175257,367928461.655128
11997,Tamil Nadu,2018,2,karur district,66337,137504455.94265643
11998,Tamil Nadu,2018,2,kallakkurichi district,52388,103911012.30379987
11999,Tamil Nadu,2018,2,viluppuram district,90084,170473508.6967556
12000,Tamil Nadu,2018,2,pudukkottai district,58403,120759489.75059341
12001,Tamil Nadu,2018,2,perambalur district,20977,37294395.57430517
12002,Tamil Nadu,2018,2,coimbatore district,871802,1722112067.157432
12003,Tamil Nadu,2018,2,virudhunagar district,65145,129048297.69581088
12004,Tamil Nadu,2018,2,dindigul district,115319,243396384.034788
12005,Tamil Nadu,2018,2,sivaganga district,55874,121656962.22527634
12006,Tamil Nadu,2018,2,tenkasi district,44391,87372014.16415915
12007,Tamil Nadu,2018,2,chengalpattu district,829689,1681243536.8538094
12008,Tamil Nadu,2018,2,kanniyakumari district,72489,140282942.11909088
12009,Tamil Nadu,2018,2,tirunelveli district,78667,174732671.09402937
12010,Tamil Nadu,2018,2,thiruvallur district,615860,1281039198.6235366
12011,Tamil Nadu,2018,2,theni district,51064,112377995.92241687
12012,Tamil Nadu,2018,2,ranipet district,71093,136204501.10028955
12013,Tamil Nadu,2018,2,namakkal district,145248,321879409.9592361
12014,Tamil Nadu,2018,2,vellore district,130871,264336044.71696758
12015,Tamil Nadu,2018,2,thiruvarur district,32835,57642123.094607845
12016,Tamil Nadu,2018,3,tiruchirappalli district,342744,723073924.7012352
12017,Tamil Nadu,2018,3,ramanathapuram district,60779,131442381.56311962
12018,Tamil Nadu,2018,3,krishnagiri district,421247,853575950.8987744
12019,Tamil Nadu,2018,3,cuddalore district,187987,378478273.94431186
12020,Tamil Nadu,2018,3,kancheepuram district,766192,1416878619.3813162
12021,Tamil Nadu,2018,3,tiruppur district,583538,1259741718.0399766
12022,Tamil Nadu,2018,3,dharmapuri district,147916,329348880.6186586
12023,Tamil Nadu,2018,3,thoothukkudi district,89821,169828310.26753742
12024,Tamil Nadu,2018,3,thanjavur district,278585,420498499.66842806
12025,Tamil Nadu,2018,3,madurai district,322515,702347696.9219126
12026,Tamil Nadu,2018,3,tiruvannamalai district,147281,281481591.55415595
12027,Tamil Nadu,2018,3,salem district,484460,980781000.3982489
12028,Tamil Nadu,2018,3,nagapattinam district,62869,130013330.05042389
12029,Tamil Nadu,2018,3,tirupathur district,81720,169304781.62115565
12030,Tamil Nadu,2018,3,ariyalur district,38743,96680828.6822369
12031,Tamil Nadu,2018,3,chennai district,5887343,10122319547.137985
12032,Tamil Nadu,2018,3,the nilgiris district,103580,182889097.67500186
12033,Tamil Nadu,2018,3,erode district,266272,545919227.8032167
12034,Tamil Nadu,2018,3,karur district,96467,215593652.68871722
